id,name,address,city,state,zip,phone,lat,lng,is_claimed,timezone,slug,dealer_page_url
273606,Mallory Paint Store - Benjamin Moore,209 E 3rd St,Moscow,ID,83843,(208) 596-4267,46.73219523,-116.99956150,0,America/Los_Angeles,,
273579,Mallory Paint Store - Benjamin Moore,476930 US-95 Suite 2,Ponderay,ID,83852,(208) 263-9182,48.30711840,-116.54677515,0,America/Los_Angeles,,
435081,Sherwin-Williams Paint Store,1936 Kimberly Rd,Twin Falls,ID,83301,(208) 734-7921,42.54811440,-114.44700145,0,America/Boise,,
281389,Valley Lumber \u0026 Rental,9 Sagebrush Dr,Victor,ID,83455,(208) 787-9663,43.61368710,-111.11012110,0,America/Boise,,
274544,JC Licht Benjamin Moore Paint \u0026 Decor Store Addison,901 S Rohlwing Rd,Addison,IL,60101,(630) 868-7361,41.90827275,-88.03124654,0,America/Chicago,,
275124,JC Licht Benjamin Moore Paint \u0026 Decor Store Algonquin,1700 E Algonquin Rd,Algonquin,IL,60102,(847) 658-3622,42.15820525,-88.26979480,0,America/Chicago,,
313152,"Graber Building Supply and Hdw, Inc",111 W. Springfield Rd.,Arcola,IL,61910,(217) 268-3014,39.68043585,-88.31018420,0,America/Chicago,,
275146,JC Licht Benjamin Moore Paint \u0026 Decor Store Aurora,3450 Montgomery Rd,Aurora,IL,60504,(630) 375-9819,41.73265070,-88.23136335,0,America/Chicago,,
385787,Sherwin-Williams Paint Store,304 W Indian Trail,Aurora,IL,60506,(630) 892-4231,41.78160540,-88.31990245,0,America/Chicago,,
274565,JC Licht Benjamin Moore Paint \u0026 Decor Store Barrington,121 S Northwest Hwy,Barrington,IL,60010,(847) 381-2800,42.15332565,-88.12796205,0,America/Chicago,,
385806,Sherwin-Williams Paint Store,115 Krispy Kreme Drive Ste 6,Bloomington,IL,61704,(309) 665-0700,40.48140160,-88.95082500,0,America/Chicago,,
385810,Sherwin-Williams Paint Store,453 N Bolingbrook Dr,Bolingbrook,IL,60440,(630) 759-9330,41.71163200,-88.07107920,0,America/Chicago,,
385829,Sherwin-Williams Paint Store,479 Thornhill Dr,Carol Stream,IL,60188,(630) 668-3643,41.89266235,-88.10605595,0,America/Chicago,,
371410,CU Woodshop Supply,1305 N Mckinley Ave,Champaign,IL,61821,(217) 355-1244,40.12934425,-88.26369845,0,America/Chicago,,
385832,Sherwin-Williams Paint Store,709 N Mattis Ave,Champaign,IL,61821,(217) 356-3748,40.12355175,-88.27773105,0,America/Chicago,,
355689,JC Licht Ace - Logan Square,2160 N Milwaukee Ave,Chicago,IL,60647,(773) 257-7555,41.92024325,-87.69362610,0,America/Chicago,,
274550,JC Licht Benjamin Moore Paint \u0026 Decor Store Andersonville,5424 N Clark St,Chicago,IL,60640,(773) 561-2275,41.98064165,-87.66863530,0,America/Chicago,,
275144,JC Licht Benjamin Moore Paint \u0026 Decor Store Avondale,3445 N Kimball Ave,Chicago,IL,60618,(773) 463-3050,41.94584357,-87.71181924,0,America/Chicago,,
274556,JC Licht Benjamin Moore Paint \u0026 Decor Store Harlem Avenue,5301 N Harlem Ave,Chicago,IL,60656,(773) 763-4100,41.97724585,-87.80675020,0,America/Chicago,,
275152,JC Licht Benjamin Moore Paint \u0026 Decor Store Irving Park,4230 W Irving Park Rd,Chicago,IL,60641,(773) 286-3010,41.95385995,-87.73358500,0,America/Chicago,,
275140,JC Licht Benjamin Moore Paint \u0026 Decor Store Lakeview,3234 N Clark St,Chicago,IL,60657,(773) 868-0400,41.94096874,-87.65059397,0,America/Chicago,,
244629,JC Licht True Value West Loop,18 S Sangamon St,Chicago,IL,60607,(312) 733-3200,41.88105300,-87.65120900,0,America/Chicago,,
385838,Sherwin-Williams Paint Store,2902 W Fullerton Ave,Chicago,IL,60647,(773) 489-3877,41.92508925,-87.70018170,0,America/Chicago,,
385839,Sherwin-Williams Paint Store,2917 N Ashland Ave,Chicago,IL,60657,(773) 348-0414,41.93486965,-87.66797670,0,America/Chicago,,
390496,Sherwin-Williams Paint Store,4201 N Milwaukee Ave,Chicago,IL,60641,(773) 282-7400,41.95726120,-87.75104160,0,America/Chicago,,
332595,Dixon Paint Co,313 W 1st St,Dixon,IL,61021,(815) 284-0730,41.84300430,-89.48604980,0,America/Chicago,,
275132,JC Licht Benjamin Moore Paint \u0026 Decor Store Downers Grove,2303 Maple Ave,Downers Grove,IL,60515,(630) 515-1070,41.78419465,-88.03914360,0,America/Chicago,,
371301,3B Saw and tool,851 Industrial Dr,Elmhurst,IL,60126,(708) 386-2365,41.92566850,-87.94571845,0,America/Chicago,,
390523,Sherwin-Williams Paint Store,223 N York St,Elmhurst,IL,60126,(630) 834-1470,41.90412280,-87.93956680,0,America/Chicago,,
371438,Evanston Lumber,1001 Sherman Ave,Evanston,IL,60202,(847) 864-7700,42.03589065,-87.68183405,0,America/Chicago,,
275136,JC Licht Benjamin Moore Paint \u0026 Decor Store Evanston,2538 Green Bay Rd,Evanston,IL,60201,(847) 475-0430,42.06361515,-87.69859950,0,America/Chicago,,
274546,JC Licht Benjamin Moore Paint \u0026 Decor Store Forest Park,7400 Madison St,Forest Park,IL,60130,(708) 366-4288,41.87937125,-87.81105953,0,America/Chicago,,
274536,JC Licht Benjamin Moore Paint \u0026 Decor Store Geneva,716 W State St,Geneva,IL,60134,(630) 232-7838,41.88808905,-88.31398205,0,America/Chicago,,
274528,JC Licht Benjamin Moore Paint \u0026 Decor Store Glencoe,107 Green Bay Rd,Glencoe,IL,60022,(847) 446-7133,42.12051415,-87.74607935,0,America/Chicago,,
274552,JC Licht Benjamin Moore Paint \u0026 Decor Store Glenview,580 Waukegan Rd,Glenview,IL,60025,(847) 724-3400,42.06531280,-87.80024615,0,America/Chicago,,
274554,JC Licht Benjamin Moore Paint \u0026 Decor Store Gurnee,5320 Grand Ave,Gurnee,IL,60031,(847) 623-0027,42.37734725,-87.93494310,0,America/Chicago,,
385904,Sherwin-Williams Paint Store,3611 Grand Ave,Gurnee,IL,60031,(847) 623-7795,42.37017335,-87.89037950,0,America/Chicago,,
371644,Richelieu Chicago,6350 Church Rd,Hanover Park,IL,60133,(847) 451-9300,41.98664390,-88.15122080,0,America/Chicago,,
274532,JC Licht Benjamin Moore Paint \u0026 Decor Store Hinsdale,6 Grant Square,Hinsdale,IL,60521,(630) 325-7270,41.80294094,-87.93147626,0,America/Chicago,,
385919,Sherwin-Williams Paint Store,695 W Golf Rd,Hoffman Estates,IL,60169,(847) 884-2582,42.04785405,-88.09677015,0,America/Chicago,,
383685,JC Licht Benjamin Moore Paint \u0026 Decor Store Homer Glen,14342 S Bell Rd,Homer Glen,IL,60491,(708) 869-5877,41.62775810,-87.93177235,0,America/Chicago,,
383686,JC Licht Benjamin Moore Paint \u0026 Decor Store Huntley,12868 IL-47,Huntley,IL,60142,(847) 230-9303,42.14045099,-88.43998560,0,America/Chicago,,
371342,Berland's House of Tools,1695 New Lenox Rd,Joliet,IL,60433,(815) 722-2000,41.51206735,-88.03862425,0,America/Chicago,,
274530,JC Licht Benjamin Moore Paint \u0026 Decor Store Joliet,928 Plainfield Rd,Joliet,IL,60435,(815) 726-5400,41.54021897,-88.10717925,0,America/Chicago,,
390558,Sherwin-Williams Paint Store,614 Green Bay Rd,Kenilworth,IL,60043,(847) 251-6115,42.09014385,-87.72080965,0,America/Chicago,,
274526,JC Licht Benjamin Moore Paint \u0026 Decor Store La Grange,10 N Ashland Ave,La Grange,IL,60525,(708) 352-9494,41.81603875,-87.87269310,0,America/Chicago,,
371762,Tool Nirvana,13655 W Irma Lee court,Lake Forest,IL,60045,(847) 219-3334,42.26620225,-87.89848320,0,America/Chicago,,
390563,Sherwin-Williams Paint Store,890 S Rand Rd Ste E,Lake Zurich,IL,60047,(847) 438-5890,42.18355205,-88.08453845,0,America/Chicago,,
274567,JC Licht Benjamin Moore Paint \u0026 Decor Store Libertyville,118 N Milwaukee Ave,Libertyville,IL,60048,(847) 367-8288,42.28348003,-87.95310840,0,America/Chicago,,
220107,Berlands House of Tools,600 Oak Creek Dr,Lombard,IL,60148,(630) 620-0026,41.85045020,-88.02950670,0,America/Chicago,,
275116,JC Licht Benjamin Moore Paint \u0026 Decor Store Loves Park,1459 E Riverside Blvd,Loves Park,IL,61111,(779) 314-3020,42.31752715,-89.03716024,0,America/Chicago,,
390574,Sherwin-Williams Commercial Paint Store,1506 E Riverside Blvd,Loves Park,IL,61111,(815) 964-7080,42.31871765,-89.03500400,0,America/Chicago,,
385989,Sherwin-Williams Paint Store,3718 W Elm St,McHenry,IL,60050,(815) 578-1752,42.34557615,-88.27105195,0,America/Chicago,,
386003,Sherwin-Williams Paint Store,4011 Avenue of the Cities Ste 10,Moline,IL,61265,(309) 764-5693,41.49124845,-90.48098180,0,America/Chicago,,
275118,JC Licht Benjamin Moore Paint \u0026 Decor Store Mount Prospect,1508 N Elmhurst Rd,Mt Prospect,IL,60056,(847) 255-4488,42.09460655,-87.93737030,0,America/Chicago,,
273811,Mt. Prospect Paint,500 W Northwest Hwy,Mt Prospect,IL,60056,(847) 255-5777,42.06691855,-87.94204081,0,America/Chicago,,
274558,JC Licht Benjamin Moore Paint \u0026 Decor Store Mundelein,518 E Hawley St,Mundelein,IL,60060,(847) 566-9160,42.27029800,-87.99652015,0,America/Chicago,,
275150,JC Licht Benjamin Moore Paint \u0026 Decor Store Naperville,419 S Washington St,Naperville,IL,60540,(630) 961-1771,41.77110037,-88.14846374,0,America/Chicago,,
390592,Sherwin-Williams Paint Store,44 W Gartner Rd #116,Naperville,IL,60540,(630) 355-7455,41.75455345,-88.14054855,0,America/Chicago,,
371541,JC Licht Benjamin Moore Paint and Decor Store New Lenox,2405 E Lincoln Hwy,New Lenox,IL,60451,(815) 449-4292,41.50949575,-87.91907395,0,America/Chicago,,
275113,JC Licht Benjamin Moore Paint \u0026 Decor Store Northbrook,1340 Meadow Rd,Northbrook,IL,60062,(847) 272-2600,42.12874957,-87.82742383,0,America/Chicago,,
386031,Sherwin-Williams Paint Store,5525 W 87th St,Oak Lawn,IL,60453,(708) 424-3355,41.73354375,-87.75972420,0,America/Chicago,,
274540,JC Licht Benjamin Moore Paint \u0026 Decor Store Oak Park,7051 W North Ave,Oak Park,IL,60302,(708) 848-4540,41.90863220,-87.80356205,0,America/Chicago,,
390603,Sherwin-Williams Paint Store,901 Madison St,Oak Park,IL,60302,(708) 763-0048,41.87955630,-87.79786705,0,America/Chicago,,
390609,Sherwin-Williams Paint Store,8903 159th St,Orland Hills,IL,60487,(708) 460-3402,41.60109250,-87.83631835,0,America/Chicago,,
275122,JC Licht Benjamin Moore Paint \u0026 Decor Store Orland Park,15810 S Harlem Ave,Orland Park,IL,60462,(708) 590-4614,41.60396105,-87.79474125,0,America/Chicago,,
371700,Rockler Woodworking and Hardware,15758 S LaGrange Rd,Orland Park,IL,60462,(708) 778-3021,41.60439180,-87.85509265,1,America/Chicago,,
371343,Berland's House of Tools,20254 N Rand Rd,Palatine,IL,60074,(847) 540-9200,42.15708200,-88.04410610,0,America/Chicago,,
390611,Sherwin-Williams Paint Store,261 E Northwest Hwy,Palatine,IL,60067,(847) 934-3662,42.11795580,-88.03659940,0,America/Chicago,,
371858,Woodworkers Shop,13587 E Manito Rd,Pekin,IL,61554,(309) 347-5111,40.53748440,-89.67171125,0,America/Chicago,,
273664,Born Paint Company,317 Walnut St,Peoria,IL,61605,(309) 673-3718,40.68820255,-89.59655980,0,America/Chicago,,
275134,JC Licht Benjamin Moore Paint \u0026 Decor Store Plainfield,23859 W 135th St,Plainfield,IL,60544,(815) 676-5333,41.63685890,-88.19993615,0,America/Chicago,,
386059,Sherwin-Williams Paint Store,11850 Illinois Rte 59 Ste 100,Plainfield,IL,60585,(815) 254-4198,41.66701360,-88.20589340,0,America/Chicago,,
386060,Sherwin-Williams Paint Store,2041 Illinois Rte 59,Plainfield,IL,60586,(815) 254-3272,41.57265610,-88.23151300,0,America/Chicago,,
386072,Sherwin-Williams Paint Store,3500 Broadway St,Quincy,IL,62301,(217) 223-6044,39.93468660,-91.36008305,0,America/Chicago,,
386089,Sherwin-Williams Paint Store,184 W Rollins Rd,Round Lake Beach,IL,60073,(847) 270-0150,42.37947115,-88.08685355,0,America/Chicago,,
371711,Rockler Woodworking and Hardware,253 W Golf Rd,Schaumburg,IL,60195,(847) 310-0447,42.04854070,-88.08573340,1,America/Chicago,,
275110,JC Licht Benjamin Moore Paint \u0026 Decor Store South Elgin,1326 W Spring St,South Elgin,IL,60177,(847) 695-0800,41.99661770,-88.31979650,0,America/Chicago,,
390652,Sherwin-Williams Paint Store,2406 W Main St,St. Charles,IL,60175,(630) 444-1425,41.91332650,-88.34313645,0,America/Chicago,,
275148,JC Licht Benjamin Moore Paint \u0026 Decor Store Villa Park,401 W St Charles Rd,Villa Park,IL,60181,(630) 268-1100,41.88934050,-87.98893490,0,America/Chicago,,
386156,Sherwin-Williams Paint Store,2800 Hartigan Rd,Volo,IL,60020,(224) 337-7778,42.36367396,-88.16720310,0,America/Chicago,,
371862,"WSI Machinery, Inc.",1530 N Old Rand Rd,Wauconda,IL,60084,(847) 526-1411,42.28362635,-88.15476695,0,America/Chicago,,
275128,JC Licht Benjamin Moore Paint \u0026 Decor Store Wheaton,1815 E Roosevelt Rd,Wheaton,IL,60187,(630) 682-4944,41.85947005,-88.08142820,0,America/Chicago,,
390676,Sherwin-Williams Paint Store,2037 75th St,Woodridge,IL,60517,(630) 910-3350,41.75003685,-88.03318415,0,America/Chicago,,
371854,Woodcraft of Woodridge / Downers Grove,7440 Woodward Ave Ste A107,Woodridge,IL,60517,(630) 435-9663,41.75208535,-88.03306520,0,America/Chicago,,
274569,JC Licht Benjamin Moore Paint \u0026 Decor Store Yorkville,122 W Veterans Pkwy,Yorkville,IL,60560,(630) 760-2393,41.65728730,-88.44390610,0,America/Chicago,,
386195,Sherwin-Williams Paint Store,1382 N Bridge St,Yorkville,IL,60560,(630) 553-6102,41.65650205,-88.44209890,0,America/Chicago,,
371540,JC Licht Benjamin Moore Paint \u0026 Decor Store Crown Point,811 N Main St,Crown Point,IN,46307,(219) 663-2302,41.42649280,-87.36489065,0,America/Chicago,,
390518,Sherwin-Williams Paint Store,907 Joliet St,Dyer,IN,46311,(219) 864-2370,41.49441475,-87.50638485,0,America/Chicago,,
390528,Sherwin-Williams Paint Store,632 E Diamond Ave,Evansville,IN,47711,(812) 422-3641,38.00032770,-87.55513300,0,America/Chicago,,
371559,Lanham Hardwood Flooring,12942 Ford Dr,Fishers,IN,46038,(317) 577-8877,39.97540705,-86.00711335,0,America/Indiana/Indianapolis,,
390533,Sherwin-Williams Paint Store,12680 E 116th St,Fishers,IN,46037,(317) 845-4347,39.95823345,-85.93817620,0,America/Indiana/Indianapolis,,
371598,OakTree Supply,14110 Plank St,Fort Wayne,IN,46818,(260) 637-0054,41.21418745,-85.17309040,0,America/Indiana/Indianapolis,,
371734,Snyder Paints -- a RepcoLite Company,412 W Lincoln Ave,Goshen,IN,46526,(574) 533-5995,41.58607955,-85.84012125,0,America/Indiana/Indianapolis,,
385901,Sherwin-Williams Paint Store,1282 Greenwood Park Dr W,Greenwood,IN,46142,(317) 888-2803,39.63458390,-86.12505885,0,America/Indiana/Indianapolis,,
385757,Accurate Cutting Technologies Inc,1111 Country Club Rd,Indianapolis,IN,46234,(317) 243-8415,39.78032345,-86.30693240,0,America/Indiana/Indianapolis,,
371391,Chisholm Lumber \u0026 Supply,2001 N Olney St,Indianapolis,IN,46218,(317) 547-3535,39.79328110,-86.10628110,0,America/Indiana/Indianapolis,,
371645,Richelieu INDIANAPOLIS,5373 W 79th St,Indianapolis,IN,46268,(317) 875-7550,39.89566940,-86.25347570,0,America/Indiana/Indianapolis,,
371692,Rockler Woodworking and Hardware,8452 Castleton Corner Dr,Indianapolis,IN,46250,(317) 578-9750,39.91018245,-86.07304205,1,America/Indiana/Indianapolis,,
506055,Sherwin-Williams Paint Store,6070 E 82nd St,Indianapolis,IN,46250,(317) 842-2323,39.90597995,-86.06288055,0,America/Indiana/Indianapolis,,
371782,Winner Woodworking Equipment \u0026 Supply,702 N Shortridge Rd,Indianapolis,IN,46219,(800) 240-6530,39.77922040,-86.04120370,0,America/Indiana/Indianapolis,,
371807,Woodcraft of Indianapolis,7330 E 86th St,Indianapolis,IN,46256,(317) 578-3400,39.91356250,-86.03813630,0,America/Indiana/Indianapolis,,
320125,Von Tobel,319 N Earl Ave,Lafayette,IN,47904,(765) 448-1525,40.41950630,-86.85996025,0,America/Chicago,,
506054,Quality Supply and Tool,250 N Enterprise Blvd Suite 3 and 4,Lebanon,IN,46052,(765) 297-9162,40.03812519,-86.49531015,0,America/Indiana/Indianapolis,,
476941,Crossroads Fine Woodworking,1121 N Baldwin Ave,Marion,IN,46952,(765) 618-3042,40.57182530,-85.67656530,0,America/Indiana/Indianapolis,,
244336,Von Tobel,321 US-20,Michigan City,IN,46360,(219) 879-8484,41.67927683,-86.88871424,0,America/Indiana/Knox,,
371477,"Hahn Systems, LLC",7147 Ricker Road,New Haven,IN,46774,(260) 489-0746,41.14983285,-84.98514630,0,America/Indiana/Indianapolis,,
293467,New Palestine Hardware,4083 Arbor Ln,New Palestine,IN,46163,(317) 861-4597,39.72400525,-85.90400897,0,America/Indiana/Indianapolis,,
390600,Sherwin-Williams Paint Store,14795 Sunny Dell Ln,Noblesville,IN,46062,(317) 815-9054,40.00292950,-86.06989375,0,America/Indiana/Indianapolis,,
334244,"Stoll Bros. Lumber, Inc. - ODON",509 S East St,Odon,IN,47562,(812) 636-4053,38.83659480,-86.98699355,0,America/Indiana/Vincennes,,
371453,"Flagg, A Wilsonart Company",2111 Future Dr,Sellersburg,IN,47172,(844) 287-3883,38.37097845,-85.76470715,0,America/New_York,,
273915,"Shelbyville Paint, Flooring \u0026 More",235 E Broadway St,Shelbyville,IN,46176,(317) 392-4176,39.52206889,-85.77330815,0,America/Indiana/Indianapolis,,
330222,Alpha Building Center,0855 N ST RD 5,Shipshewana,IN,46565,(260) 768-4410,41.66023585,-85.57962030,0,America/Indiana/Indianapolis,,
371545,Johnson's Workbench,51315 State Hwy 933,South Bend,IN,46637,(574) 277-8350,41.74781430,-86.25149600,0,America/Indiana/Indianapolis,,
371542,JC Licht Benjamin Moore Paint \u0026 Decor Store St. John,10033 Wicker Ave,St John,IN,46373,(219) 365-2211,41.43668775,-87.46914960,0,America/Chicago,,
244330,Von Tobel,256 Washington St,Valparaiso,IN,46383,(219) 462-6184,41.46518325,-87.06103398,0,America/Indiana/Knox,,
413221,McHolland Services LLC,2481 IN-32,Winchester,IN,47394,(765) 595-8180,40.17134545,-84.92932845,0,America/Indiana/Indianapolis,,
385795,Sherwin-Williams Paint Store,3839 N Woodlawn Blvd,Bel Aire,KS,67220,(316) 684-4500,37.75379065,-97.26304140,0,America/Chicago,,
81029,Big Tool Store,4640 East 63rd Street South,Derby,KS,67037,(316) 788-6500,37.57747616,-97.28211594,0,America/Chicago,,
371811,Woodcraft of Kansas City,8645 Bluejacket,Lenexa,KS,66214,(913) 599-2800,38.97278420,-94.71053690,0,America/Chicago,,
371673,Rockler Woodworking and Hardware,15340 West 119th Street,Olathe,KS,66062,(913) 815-2002,38.91466690,-94.76360795,1,America/Chicago,,
390668,Sherwin-Williams Paint Store,1705 N Wabash Ave,Wichita,KS,67214,(316) 265-6291,37.71430385,-97.32568355,0,America/Chicago,,
390669,Sherwin-Williams Paint Store,832 N Webb Rd Ste 100,Wichita,KS,67206,(316) 687-2412,37.69840190,-97.22568445,0,America/Chicago,,
385813,Sherwin-Williams Paint Store,827 U.S. 31 W Bypass,Bowling Green,KY,42101,(270) 842-9414,36.98573015,-86.43239835,0,America/Chicago,,
385970,Sherwin-Williams Paint Store,2551 Regency Rd Ste 107,Lexington,KY,40503,(859) 277-2570,38.00167105,-84.52520750,0,America/New_York,,
371812,Woodcraft of Lexington,3028 Blake James Dr,Lexington,KY,40509,(859) 231-9663,38.00779870,-84.43415840,0,America/New_York,,
371335,Bargain Supply Company,844 E Jefferson St,Louisville,KY,40206,(502) 562-5000,38.25142600,-85.73717620,0,America/New_York,,
371556,Lanham Hardwood Flooring Co.,4121 Bishop Ln,Louisville,KY,40218,(502) 969-1345,38.19056475,-85.69082065,0,America/New_York,,
371647,Richelieu LOUISVILLE,2510 Stanley Gault Pkwy,Louisville,KY,40223,(502) 253-0050,38.27478590,-85.51729690,0,America/New_York,,
385974,Sherwin-Williams Paint Store,4107 Browns Ln,Louisville,KY,40220,(502) 451-1574,38.22073000,-85.62512515,0,America/New_York,,
371814,Woodcraft of Louisville,1850 S Hurstbourne Pkwy #148,Louisville,KY,40220,(502) 671-0900,38.22053530,-85.58462930,0,America/New_York,,
371452,"Flagg, A Wilsonart Company",128 Commerce Dr,Nicholasville,KY,40356,(800) 844-2768,37.93760165,-84.54514300,0,America/New_York,,
386056,Sherwin-Williams Paint Store,4223 N Mayo Trail,Pikeville,KY,41501,(606) 437-4355,37.52358635,-82.57354390,0,America/New_York,,
386120,Sherwin-Williams Paint Store,370 S Hwy 27 #11,Somerset,KY,42501,(606) 678-8373,37.08867710,-84.61500870,0,America/New_York,,
371727,Service Lumber \u0026 Supply,1902 Oak Villa Blvd,Baton Rouge,LA,70815,(225) 926-4921,30.46731030,-91.08818750,0,America/Chicago,,
175291,Sherwin-Williams Paint Store,5807 Siegen Ln,Baton Rouge,LA,70809,(225) 293-0203,30.39616910,-91.05678400,0,America/Chicago,,
371355,Brazos Forest Products,6865 Magnolia Beach Rd Suite F,Denham Springs,LA,70706,(225) 271-3560,30.53765295,-90.97341785,0,America/Chicago,,
371633,PMC Machinery,11420 U.S. Hwy 190,Hammond,LA,70401,(225) 567-2000,30.50355125,-90.53657685,0,America/Chicago,,
385908,Sherwin-Williams Paint Store,2434 W Thomas St,Hammond,LA,70401,(985) 345-7001,30.50118815,-90.48843510,0,America/Chicago,,
371409,C \u0026 S Building Supply Inc,1513 N Bertrand Dr,Lafayette,LA,70506,(337) 237-4584,30.22681610,-92.05279145,0,America/Chicago,,
274082,Helm Paint \u0026 Decorating,2077 N Causeway Blvd,Mandeville,LA,70471,(985) 626-0166,30.39733790,-90.08665925,0,America/Chicago,,
274089,Helm Paint \u0026 Decorating,8180 Earhart Blvd,New Orleans,LA,70118,(504) 861-8179,29.96162280,-90.11646965,0,America/Chicago,,
386015,Sherwin-Williams Paint Store,8135 Earhart Blvd,New Orleans,LA,70118,(504) 482-7375,29.96199515,-90.11551555,0,America/Chicago,,
371381,Cape Cod Lumber Co.,225 Groveland St,Abington,MA,02351,(781) 878-0715,42.10342320,-70.96256585,0,America/New_York,,
273740,Drive-In Paint Mart,1238 Bedford St,Abington,MA,02351,(339) 788-9751,42.13797885,-70.95105330,0,America/New_York,,
273709,ColorWorks Paint \u0026 Decorating Center,147 Powder Mill Rd,Acton,MA,01720,(978) 897-3020,42.45529002,-71.43090923,0,America/New_York,,
273715,ColorWorks Paint \u0026 Decorating Center,425 Great Rd #4188,Acton,MA,01720,(978) 263-3374,42.51139930,-71.42155270,0,America/New_York,,
390467,Sherwin-Williams Paint Store,416 Cambridge St,Allston,MA,02134,(617) 782-1504,42.35454550,-71.13402555,0,America/New_York,,
377745,Arlington Coal \u0026 Lumber Co,41 Park Ave,Arlington,MA,02476,(781) 643-8100,42.42505770,-71.18302980,0,America/New_York,,
273697,City Paint Signature Store,1472 Massachusetts Ave,Arlington,MA,02476,(781) 643-0200,42.42520135,-71.18926545,0,America/New_York,,
251385,Aubuchon Hardware,50 Enon St,Beverly,MA,01915,(978) 927-1320,42.58772390,-70.88659470,1,America/New_York,,
275094,Home Decor Group,13 Elliott St,Beverly,MA,01915,(978) 922-1007,42.55547333,-70.87957049,0,America/New_York,,
273738,Drive In Paint Mart,371 Dorchester Ave # 100,Boston,MA,02127,(617) 464-1263,42.33555445,-71.05746950,0,America/New_York,,
274108,Johnson Paint,355 Newbury St,Boston,MA,02115,(617) 536-4244,42.34846340,-71.08759205,0,America/New_York,,
379018,New England Building Supply,174 Hampden St,Boston,MA,02119,(617) 445-5900,42.32724875,-71.07494410,0,America/New_York,,
385811,Sherwin-Williams Paint Store,435 W Broadway,Boston,MA,02127,(617) 268-1802,42.33623130,-71.04732315,0,America/New_York,,
169810,RICHMOND TRUE VALUE HARDWARE,899 Washington St,Braintree,MA,02184,(781) 843-0066,42.20296915,-71.00551163,0,America/New_York,,
390483,Sherwin-Williams Paint Store,244 Grove St,Braintree,MA,02184,(781) 849-0277,42.19141005,-70.98861045,0,America/New_York,,
275253,Benjamin Moore,420 Western Ave,Brighton,MA,02135,(617) 782-8040,42.36234850,-71.14037455,0,America/New_York,,
385822,Sherwin-Williams Paint Store,650 Oak St,Brockton,MA,02301,(508) 559-2020,42.10119885,-71.05376755,0,America/New_York,,
406009,Burlington Lumber Company,4 Adams St,Burlington,MA,01803,(781) 273-1335,42.47143595,-71.21194995,0,America/New_York,,
273717,ColorWorks Paint \u0026 Decorating Store,270 CAMBRIDGE STREET,Burlington,MA,01803,(781) 272-1180,42.51453025,-71.20374585,0,America/New_York,,
273698,City Paint \u0026 Supply Co. Inc,2564 Massachusetts Ave,Cambridge,MA,02140,(617) 547-7290,42.39900401,-71.13363880,0,America/New_York,,
273699,"City Paint \u0026 Supply Co., Inc.",1149 Cambridge St,Cambridge,MA,02139,(617) 547-0050,42.37327375,-71.09629125,0,America/New_York,,
385826,Sherwin-Williams Paint Store,355 Fresh Pond Pkwy,Cambridge,MA,02138,(617) 864-1248,42.38609715,-71.14082860,0,America/New_York,,
371416,Benjamin Moore Drive In Paint Mart Canton,102 Washington St,Canton,MA,02021,(781) 298-7747,42.14025130,-71.14921440,0,America/New_York,,
273716,Colorworks Paint \u0026 Decorating Center,7 Summer St,Chelmsford,MA,01824,(978) 250-9908,42.59381973,-71.34828333,0,America/New_York,,
390495,Sherwin-Williams Paint Store,103 Drum Hill Rd,Chelmsford,MA,01824,(978) 454-5804,42.62377390,-71.36453105,0,America/New_York,,
275096,Home Decor Group,124 Pearl St,Chelsea,MA,02150,(617) 884-4741,42.39052475,-71.03592740,0,America/New_York,,
121693,Hingham Lumber Company,165 Chief Justice Cushing Hwy,Cohasset,MA,02025,(781) 749-4200,42.24114940,-70.83229770,1,America/New_York,,
385856,Sherwin-Williams Paint Store,151 Endicott St Ste 7,Danvers,MA,01923,(978) 777-2057,42.54948905,-70.93978185,0,America/New_York,,
390591,Sherwin-Williams Paint Store,643 State Rd N,Dartmouth,MA,02747,(508) 993-2698,41.63946450,-71.01970860,0,America/New_York,,
275227,Benjamin Moore Drive In Paint Mart,520 Providence Hwy,Dedham,MA,02026,(781) 708-9426,42.24689168,-71.17337266,0,America/New_York,,
385861,Sherwin-Williams Paint Store,888 Providence Hwy,Dedham,MA,02026,(781) 329-0270,42.23442775,-71.17892460,0,America/New_York,,
371417,Drive In Paint Mart,705 Gallivan Blvd,Dorchester,MA,02124,(617) 436-3100,42.28319560,-71.04731860,0,America/New_York,,
390519,Sherwin-Williams Paint Store,10 Village Common Dr,East Falmouth,MA,02536,(508) 548-1770,41.57438320,-70.58340760,0,America/New_York,,
390520,Sherwin-Williams Paint Store,3065 Cranberry Hwy Ste 2,East Wareham,MA,02538,(508) 291-6173,41.75614785,-70.65224615,0,America/New_York,,
275233,Edgartown Hardware Inc,61 Edgartown Rd,Edgartown,MA,02539,(508) 627-4338,41.39026782,-70.53001114,0,America/New_York,,
390530,Sherwin-Williams Paint Store,555 Pleasant St,Fall River,MA,02721,(508) 674-3523,41.69823540,-71.14603230,0,America/New_York,,
274096,Hubbards Paint \u0026 Wallpaper,631 Main St,Falmouth,MA,02540,(508) 548-6233,41.55231475,-70.60553985,0,America/New_York,,
