zip,lat,lon
27985,36.218808,-76.473719
44610,40.560865,-81.800867
45816,41.004537,-83.794005
45819,40.623958,-84.260391
47306,40.20677,-85.407238
06353,41.455998,-72.138986
07970,40.809387,-74.571554
19052,39.897179,-75.445336
14588,42.679746,-76.870399
27841,35.908579,-77.27636
45888,40.602322,-84.085692
48411,42.934196,-83.529554
51009,42.945024,-95.551435
21540,39.478781,-79.058903
45899,40.802675,-84.772307
52557,41.020067,-91.966364
15421,39.845249,-79.597386
06510,41.306193,-72.926613
14056,42.991805,-78.306603
33574,28.338027,-82.257098
43842,40.137444,-82.011816
34729,28.617449,-81.700797
53099,43.380446,-88.525704
75903,31.374077,-94.748009
01901,42.460419,-70.946379
20686,38.187079,-76.432826
36547,30.252206,-87.654504
48896,43.52125,-84.901015
51656,40.735257,-95.154337
04570,43.808546,-69.630765
08352,39.475445,-75.127242
65409,37.950967,-91.77954
88024,32.065401,-106.618009
17263,39.724078,-77.717245
27506,35.408583,-78.739274
43101,39.464497,-82.746107
46943,40.972585,-85.839988
95697,38.732881,-121.807195
17253,40.212399,-78.006251
30581,34.796301,-83.424477
32697,29.92816,-82.425529
57346,44.249138,-99.456674
73523,34.655169,-99.285311
13352,43.308948,-75.126654
44838,40.771565,-82.256155
94562,38.430651,-122.408853
34138,25.813921,-81.363212
63738,37.08984,-89.95723
11569,40.590374,-73.580415
29589,34.100602,-79.320161
49430,43.012006,-85.900493
55036,45.871312,-93.119704
06389,41.560396,-72.123465
15674,40.206798,-79.496381
73436,34.285608,-97.040507
02836,41.454039,-71.620233
13699,44.663703,-74.998445
24327,36.773635,-81.829717
26361,39.365117,-80.31774
28628,35.729174,-81.778268
38455,35.061981,-86.893642
51008,42.811254,-96.267221
97020,45.222642,-122.838847
26210,38.903148,-80.277888
15635,40.347904,-79.501557
52647,41.134185,-91.545051
94576,38.549256,-122.4758
03231,43.450897,-71.754096
15324,40.100705,-80.065386
13123,43.227964,-75.75321
83460,43.816379,-111.782607
98505,47.073195,-122.973645
52348,41.9933,-92.385955
27879,35.574488,-77.279651
30665,33.537349,-83.073991
44325,41.076124,-81.512285
71330,31.110023,-92.241499
21664,38.607572,-75.947113
79733,32.110338,-101.366796
45740,39.47703,-82.080095
13692,44.288621,-76.02574
08212,38.940414,-74.964284
29665,34.724825,-82.914632
63840,36.191637,-89.884209
29368,35.082619,-81.862846
43322,40.532546,-83.208117
83840,48.312613,-116.515056
23943,37.24321,-78.462039
43463,41.511458,-83.505088
95537,40.727152,-124.219177
10039,40.826287,-73.937526
30449,32.525339,-81.534514
43156,39.553806,-82.776293
47584,38.251069,-87.256759
52774,41.907538,-90.595907
25109,38.531302,-81.860557
63853,36.058277,-89.867412
79383,33.32435,-101.90802
55150,44.887411,-93.161007
16856,40.928771,-77.650034
43553,41.530662,-84.217902
62841,37.858686,-88.996437
14130,42.553172,-78.149542
66782,37.284955,-94.926099
97364,44.998839,-123.986967
02325,41.990101,-70.962408
12471,41.837924,-74.04193
19511,40.485917,-75.74323
45378,39.902945,-84.487797
63467,39.648489,-91.267284
18101,40.603231,-75.469505
24448,37.79711,-79.788524
07833,40.892819,-75.069436
54643,44.18818,-90.63237
72332,35.101162,-90.302348
45160,39.123667,-84.136971
15081,40.575072,-80.236104
47958,40.164523,-87.148628
13154,43.133795,-76.761877
38054,35.335804,-89.874415
43403,41.377844,-83.636555
16161,41.202311,-80.492827
87060,34.738681,-106.736554
24601,37.190597,-81.640566
51432,41.910095,-95.137973
76241,33.645414,-97.176257
95444,38.432624,-122.869241
08608,40.219081,-74.766843
29373,34.92447,-81.743043
54926,44.615607,-89.020239
17858,40.84241,-76.423278
55950,43.743455,-92.966283
62915,37.784449,-89.122134
40049,37.663524,-85.395025
41085,39.034976,-84.393912
14168,42.511876,-78.987407
14453,43.016056,-77.473575
17949,40.796066,-76.236125
29912,32.584548,-80.928494
17957,40.593575,-76.516637
20742,38.994183,-76.94344
23414,37.813754,-75.58691
41268,37.788502,-82.785236
85329,33.431771,-112.29641
07088,40.718342,-74.283764
14788,42.061465,-78.380575
32360,30.364998,-84.812403
74837,35.34312,-96.456133
01438,42.561088,-72.036074
10988,41.301494,-74.562447
30539,34.680607,-84.470127
63745,37.255887,-89.659456
23173,37.575763,-77.541537
60932,40.465104,-87.800118
92096,33.128156,-117.156194
19564,40.518015,-75.872059
25162,38.207656,-81.382999
30460,32.427122,-81.783189
45870,40.556255,-83.951444
53195,42.513955,-88.490108
04057,44.0956,-70.701768
63365,38.709576,-90.873384
12452,42.237405,-74.359025
38365,35.057656,-88.237619
38578,35.980308,-85.196306
46946,41.039275,-85.730239
05050,44.264058,-72.063843
16024,40.73975,-80.037228
57007,44.319236,-96.783974
80705,40.271114,-103.834267
99692,53.883787,-166.544899
06459,41.549892,-72.661536
46063,40.271794,-85.723961
35052,33.590682,-86.409897
45351,40.339553,-84.495733
37165,36.29113,-87.475439
53953,43.766096,-89.457916
16246,40.791717,-79.182161
46937,40.415348,-86.03693
61276,41.316601,-90.576297
39406,31.328937,-89.335063
64858,36.900862,-94.530534
51341,43.018185,-95.036
99102,46.79218,-117.25036
35060,33.557586,-86.928164
62961,37.340904,-89.253148
98235,48.463237,-122.231223
15561,40.093771,-79.090687
28330,34.910673,-79.823315
50012,42.029706,-93.650496
54637,43.878745,-90.270778
02841,41.507459,-71.330024
16840,40.924257,-78.20308
15275,40.452443,-80.184114
63742,37.160012,-89.446952
64849,37.254396,-94.445292
73743,36.56325,-97.992664
04541,43.886691,-69.484076
44049,41.266529,-82.305788
53176,42.643045,-88.414458
65726,36.619595,-93.242859
66501,39.052914,-96.236894
12417,41.906422,-73.990723
13121,43.484889,-76.309694
45859,40.693054,-83.785735
53947,43.746768,-89.137671
54980,43.986125,-88.765941
99124,48.001499,-118.953675
42061,36.882838,-88.766366
21890,38.158081,-75.700905
50426,43.415119,-93.017244
81043,38.119748,-102.223113
10517,41.298466,-73.86014
23486,37.517888,-75.806853
29724,34.775005,-81.012539
75849,31.396569,-95.476161
15430,40.039418,-79.654371
55384,44.935926,-93.63011
59851,46.871545,-113.876577
59855,47.600266,-114.117887
45319,39.91607,-83.943293
08072,39.544683,-75.412568
24020,37.35612,-79.943194
27340,35.945481,-79.310108
01347,42.563223,-72.509775
43002,40.057262,-83.168467
74171,36.050615,-95.952561
15460,39.807134,-79.90761
50634,42.418187,-92.214258
78674,30.670574,-97.598481
19345,40.029699,-75.569519
17039,40.292709,-76.240707
45032,39.502575,-84.00757
50272,41.088096,-93.256842
15366,40.159736,-79.973851
13163,43.078917,-75.706892
70050,29.38336,-89.595672
12226,42.679296,-73.80987
13051,42.883189,-75.910112
40830,36.776364,-83.331299
54654,43.268539,-90.954198
81030,38.104859,-103.511496
18921,40.529626,-75.171066
57061,44.244494,-97.044031
80939,38.872785,-104.675754
89319,39.279172,-114.987342
77843,30.615329,-96.340234
16724,41.746136,-78.389766
27825,35.835279,-77.171481
44415,40.770656,-80.704549
61258,41.521849,-89.913968
71272,32.529187,-92.651631
81227,38.549326,-106.2901
07756,40.21182,-74.006944
12069,42.946036,-74.279938
18085,40.741702,-75.254287
23884,36.917319,-77.280089
50652,42.264539,-92.692336
71426,31.491792,-93.461665
18440,41.559335,-75.765121
28362,34.369609,-79.128839
73032,34.400463,-97.050581
30609,33.933102,-83.372322
51451,42.185084,-94.695163
77561,30.134736,-94.735504
29899,33.928023,-82.250602
51244,43.244307,-95.934382
16253,40.956694,-79.343547
44850,41.035393,-82.684018
52168,43.203409,-91.953412
53817,42.940288,-90.972343
67053,38.247072,-97.345742
15761,40.63405,-78.890103
47836,39.649184,-87.172324
52657,40.767847,-91.516424
45854,40.760105,-83.952122
06350,41.648256,-72.069227
14853,42.446404,-76.481231
15446,40.026316,-79.386487
36559,30.56904,-87.903933
98623,45.799594,-121.493459
72426,35.856098,-90.041596
41612,37.354529,-82.722194
52752,41.274656,-91.191072
52801,41.521038,-90.574849
02357,42.063974,-71.077368
36082,31.802725,-85.955086
53069,43.112665,-88.432986
13103,43.326604,-76.104944
50152,41.968734,-93.817643
01745,42.292114,-71.499197
38644,34.45889,-90.475777
98430,47.116718,-122.568752
05141,43.158836,-72.560237
30807,33.457408,-82.648621
47035,39.310128,-84.904094
92278,34.235057,-116.058265
43931,39.672931,-80.872071
45328,40.116253,-84.496755
85709,32.141344,-110.990119
61955,39.581626,-87.587505
29046,34.112507,-80.161301
47965,39.954562,-86.919957
43157,39.843016,-82.546824
24246,36.866168,-82.743949
33858,28.245093,-81.558313
47236,39.151743,-85.725277
54417,45.027187,-89.654128
21051,39.472691,-76.455841
43541,41.300739,-83.829661
25810,37.583494,-81.349947
54215,44.226774,-87.803316
57439,45.33465,-98.100066
15379,40.243194,-80.425176
15733,40.988862,-78.959295
19043,39.900483,-75.308894
53047,43.260504,-88.628678
90095,34.071183,-118.443404
15007,40.651253,-79.931616
70148,30.02732,-90.067597
15640,40.223124,-79.732499
21052,39.205023,-76.439629
36476,31.354575,-86.548397
45070,39.589695,-84.558089
46998,40.575463,-86.350821
42758,37.374757,-85.201006
43111,39.502067,-82.2427
74945,35.583882,-94.817396
76253,33.625251,-97.313579
30111,33.831787,-84.655039
04683,44.235863,-68.823941
99039,47.338133,-117.231303
43070,40.220585,-83.956489
46959,40.612752,-86.112292
72553,35.7009,-91.482101
16939,41.680994,-77.014099
46537,41.457313,-86.306584
48710,43.556513,-83.987669
16140,41.093646,-80.510732
19383,39.936617,-75.606001
28089,35.320272,-81.66069
78535,26.24961,-97.731281
95974,39.497297,-121.755698
38776,33.424672,-90.927454
72369,34.455236,-90.789531
74050,36.072262,-96.06655
27555,35.562379,-78.203517
35545,33.642127,-87.93145
51011,42.915627,-96.513876
64841,37.078712,-94.411027
97336,44.356759,-122.850832
72052,35.142496,-91.779184
15035,40.384884,-79.807338
08320,39.38508,-75.1606
47160,38.157188,-86.05004
44243,41.147842,-81.340464
51363,43.433676,-94.946745
67334,37.023897,-96.177144
50573,42.876796,-94.622557
12453,42.092947,-73.936225
71415,32.025394,-92.142355
44874,40.969379,-82.369629
50032,41.665911,-93.542852
50165,40.850773,-93.308462
15763,40.907143,-79.128005
31051,32.143126,-83.8794
32192,29.350183,-82.111066
49335,42.746252,-85.66907
52036,42.472887,-91.34089
53571,43.277906,-89.353641
02647,41.630127,-70.310144
52071,42.362383,-90.542345
58202,47.921461,-97.075108
29659,34.211685,-82.64531
43547,41.49216,-83.876316
35896,34.75297,-86.651594
97057,45.004221,-120.751607
17254,39.96848,-77.58932
29122,34.238792,-81.328296
43967,40.02653,-80.946227
50432,43.223981,-93.797899
72445,35.978197,-91.026586
14854,42.511524,-76.607446
27708,36.0001,-78.943102
16563,42.117759,-79.98577
83203,43.025242,-112.428141
21077,39.158365,-76.699539
33051,24.723406,-81.021647
64420,40.486462,-94.289201
45172,39.074472,-83.386883
17865,40.986673,-76.789771
43414,41.451403,-83.617162
53167,42.730069,-88.225404
56080,44.081722,-93.857876
12884,43.088495,-73.592146
03233,43.424004,-71.931192
25051,38.156947,-81.709791
56287,44.475752,-95.326447
21714,39.410591,-77.510051
54458,44.497118,-89.306142
66863,37.833687,-96.076297
97134,45.461766,-123.970593
13623,44.448693,-75.75305
21762,39.48059,-77.248289
50231,42.237649,-93.602568
62523,39.843721,-88.952944
19554,40.512879,-76.103733
50218,41.348429,-93.877528
52219,42.237527,-91.425728
60029,42.058549,-87.784941
08740,39.928358,-74.127773
32463,30.628041,-85.58734
44682,40.397787,-81.403463
67364,37.038569,-95.824277
84334,41.78959,-112.15188
04267,44.224773,-70.770864
32079,29.977993,-81.807021
75475,33.485946,-96.257579
83218,43.318029,-112.164538
45051,39.099843,-84.655127
44068,41.90621,-80.678814
94964,37.940595,-122.490712
99329,46.139705,-118.14695
53501,42.603546,-89.075661
46103,39.689553,-86.61383
48502,43.014645,-83.689159
73066,35.501707,-97.328229
01242,42.333734,-73.249199
11547,40.829066,-73.644718
14545,42.66163,-77.710568
14778,42.077618,-78.482745
27861,35.817205,-77.319014
31704,31.549679,-84.055507
19375,39.900053,-75.73698
01224,42.503728,-73.201636
15444,40.013407,-79.908458
16665,40.389037,-78.434914
13020,42.816424,-76.074504
25855,37.940492,-81.153049
99662,61.841929,-165.583279
31599,31.562748,-81.901734
49458,43.948125,-86.114888
61013,42.375397,-89.636374
20765,38.846396,-76.547617
49921,47.091218,-88.57971
52595,41.288471,-92.615052
62997,37.983572,-89.590535
28619,35.760135,-81.606807
52056,42.604028,-91.072578
18503,41.41008,-75.667703
72313,35.530795,-90.13947
21810,38.290675,-75.689266
24816,37.461102,-81.705939
40020,37.934784,-85.387416
58452,47.54019,-98.229147
47420,38.919213,-86.549412
50163,41.222284,-93.241041
45621,39.11137,-82.609935
55366,44.67235,-94.234581
60456,41.731248,-87.731134
61043,42.066754,-89.104946
49027,42.350328,-86.067386
62517,39.59421,-89.433251
99775,64.857468,-147.834584
01608,42.26209,-71.801428
17861,40.77463,-77.076157
45155,39.042506,-83.752161
56371,45.433334,-94.637167
64065,38.952177,-94.404397
16619,40.683688,-78.415842
28554,35.475702,-77.592596
58255,48.996767,-98.353905
68664,41.704573,-96.786835
16328,41.650983,-79.72712
23551,36.923536,-76.292547
98539,46.637769,-123.273227
15734,40.719731,-79.009041
63820,36.824291,-89.325641
43722,39.919311,-81.519962
43433,41.504621,-82.880336
45673,39.203982,-82.811523
52757,41.803385,-90.355187
42022,37.144988,-88.944769
84408,41.192579,-111.939483
17080,40.640543,-76.802909
60183,41.940234,-88.409141
73746,36.68818,-98.662014
13410,42.928889,-74.611014
13859,42.371214,-75.249146
44809,41.132103,-83.293978
08329,39.286852,-75.005708
93043,34.170161,-119.202929
88003,32.278723,-106.745667
73705,36.339188,-97.902082
54841,45.607593,-91.778588
50552,42.456379,-94.460691
53812,42.580805,-90.602421
71497,31.749019,-93.097965
98345,47.700204,-122.624293
35615,34.662322,-86.875974
48724,43.457759,-83.926284
50839,41.048763,-94.822031
54931,44.270225,-88.668244
18701,41.243237,-75.885302
12132,42.471013,-73.633667
16940,41.977481,-77.233718
28042,35.422984,-81.507477
50102,42.245542,-93.400194
61027,42.333273,-89.755547
54160,44.118481,-88.101704
73901,36.754581,-101.075164
15863,41.015727,-78.838473
49119,41.875946,-86.549234
89085,36.309602,-115.198175
98811,47.734239,-120.373833
50529,42.722185,-94.200983
28331,35.196432,-78.648539
62250,38.540493,-89.264342
06901,41.053635,-73.538437
70813,30.527861,-91.197563
01840,42.706763,-71.160403
28101,35.255802,-81.075416
75687,32.105834,-94.963425
77204,29.720884,-95.343537
18081,40.563698,-75.281584
25818,37.86028,-81.191992
97147,45.685605,-123.88613
61363,41.254249,-89.182485
47907,40.422158,-86.913801
70391,29.995146,-91.060326
71428,31.609205,-93.088533
43336,40.283079,-83.576613
38723,33.229676,-91.038462
39595,30.334078,-88.578536
16631,40.27141,-78.347488
18413,41.647649,-75.532704
49791,45.481006,-84.599373
05030,43.39914,-72.408007
21652,38.718952,-76.281023
45336,40.442745,-84.257263
93665,36.963314,-120.650315
29667,34.764327,-82.756529
99727,65.976517,-161.139178
08248,39.194963,-74.657546
63140,38.739364,-90.324019
41142,38.27773,-83.073052
42332,37.250429,-87.088665
18950,40.434635,-75.066443
62078,39.47985,-90.486842
70836,30.387574,-91.083564
16113,41.280826,-80.424148
44665,40.835554,-80.987051
28725,35.382223,-83.268112
61419,41.199807,-90.117518
43962,40.673011,-80.889208
65320,39.066396,-92.945955
85191,32.984984,-111.446934
12172,42.289129,-73.738949
33786,27.932667,-82.8339
52307,41.791523,-91.902448
63878,36.503021,-89.822358
26451,39.204406,-80.403427
62953,37.209221,-88.847034
74947,34.99147,-94.515856
08039,39.685659,-75.277309
12456,42.032705,-73.997133
83825,48.247679,-116.607832
15564,39.729714,-78.845443
61346,41.506666,-89.719954
45783,39.175076,-81.839287
56035,43.819522,-93.272612
80310,40.003986,-105.261368
96751,22.10668,-159.305017
97331,44.56339,-123.281237
32399,30.383268,-84.231203
23316,37.294354,-75.965519
21130,39.474769,-76.189397
49942,47.260732,-88.41655
75848,31.772741,-96.334029
05904,44.416182,-71.706874
51459,42.044967,-94.637787
96747,21.916529,-159.631835
03871,42.980948,-70.777362
59231,48.403916,-106.544215
80131,39.476265,-105.00904
08074,39.716166,-75.16344
17027,40.157418,-76.982115
17762,41.284336,-76.699941
21560,39.565048,-78.706213
28367,35.169804,-79.723229
44619,40.905254,-80.954455
49863,45.61294,-87.551681
17069,40.458213,-76.98063
18327,40.983375,-75.146645
30018,33.71689,-83.804251
34760,28.557053,-81.62924
27873,35.653316,-77.776044
72424,36.391856,-90.728726
44702,40.799837,-81.376725
15631,40.089664,-79.585343
35584,33.819268,-87.087923
17235,39.857018,-77.697535
48620,43.807628,-84.380417
61857,40.11862,-87.843405
56369,45.469066,-94.335807
40310,37.750044,-84.772759
78712,30.283916,-97.732937
19127,40.029238,-75.226914
47845,39.193666,-87.233879
48069,42.471516,-83.1445
43761,39.66833,-82.148252
51550,41.692355,-95.873905
73435,34.357864,-97.495
20656,38.338457,-76.681318
28109,35.48289,-80.279892
02047,42.145534,-70.69505
14173,42.525944,-78.473112
33835,27.788246,-81.972591
42322,37.62126,-87.387256
48437,43.113049,-83.618412
94018,37.505997,-122.473318
06103,41.765103,-72.670756
13321,43.08896,-75.372252
47392,39.909974,-84.943965
68058,41.003954,-96.244019
51460,42.132415,-95.571034
93067,34.423101,-119.596155
38050,35.816301,-89.227092
43914,39.775225,-80.952806
28077,35.404802,-81.20277
33744,27.807285,-82.773051
72053,34.700535,-92.228432
28169,35.358117,-81.430602
50127,41.781222,-93.211283
83844,46.728763,-117.019905
46102,39.995552,-86.619922
71233,32.325145,-90.931697
80520,40.114073,-104.933438
72108,34.728038,-91.103615
91608,34.138735,-118.350857
22213,38.894645,-77.162396
34215,27.474427,-82.685724
75251,32.919435,-96.77478
38254,36.374442,-89.346612
10596,41.255981,-73.959468
45808,40.831504,-83.973358
28745,35.522124,-82.973977
43948,40.268346,-80.779965
70585,30.878323,-92.407716
52075,42.165739,-90.479174
67016,37.888815,-97.518173
04918,44.55034,-69.866468
15492,40.119795,-79.763063
11770,40.649645,-73.140324
16045,40.852766,-79.916305
73960,36.491667,-101.792613
02829,41.893373,-71.589036
33503,27.763831,-82.276174
54152,44.566466,-88.470528
40348,38.302972,-84.146105
53969,43.495662,-89.300282
53016,43.311063,-88.717679
43759,40.063059,-81.070519
80457,39.65097,-105.299732
98939,46.501013,-120.470706
15948,40.489733,-78.767045
81033,38.19577,-103.855605
37132,35.848732,-86.362829
61416,40.495917,-90.563071
02858,41.964154,-71.650109
14083,42.679203,-78.434411
43018,39.953801,-82.676136
50269,42.264454,-93.010632
81046,37.295922,-104.368605
27014,35.810049,-80.555744
93650,36.840197,-119.800121
27213,35.649255,-79.40828
06758,41.676348,-73.227358
74001,36.488677,-96.062405
93106,34.417259,-119.851302
29613,34.924255,-82.440488
31623,31.071366,-82.64404
52701,41.981984,-90.249063
62891,38.016005,-89.041198
48853,43.099962,-84.688515
56321,45.579722,-94.391868
76268,33.627895,-96.765105
46799,40.915851,-85.279882
82440,44.717507,-108.867737
96765,21.925564,-159.499116
47708,37.974249,-87.574336
88065,32.71371,-108.302292
13615,44.005307,-75.98307
46290,39.93453,-86.161858
27374,35.91758,-80.257749
78243,29.371037,-98.592987
43768,40.037761,-81.444709
06081,41.907559,-72.76818
18457,41.472094,-75.049165
45677,38.79599,-82.755727
10601,41.03289,-73.764783
17081,40.201172,-77.283279
50110,41.844205,-94.986027
99578,60.216265,-162.041999
07027,40.651331,-74.323152
39173,32.742416,-90.472172
22807,38.43459,-78.86887
47445,39.112883,-87.189453
37719,36.021862,-84.428085
74103,36.156146,-95.995692
43985,40.161779,-81.13209
47381,40.386692,-84.864622
70519,30.081749,-91.906967
43408,41.571834,-83.363479
44661,40.585377,-82.117401
27982,35.5659,-75.465481
14126,43.335884,-78.72858
43555,41.437778,-84.25579
15055,40.306293,-80.123516
70551,30.461914,-91.983452
48816,42.765009,-83.955981
06702,41.556461,-73.045886
12008,42.853488,-73.906535
12085,42.700531,-73.966639
17054,40.496849,-77.727253
80623,40.28534,-104.782547
83209,42.857816,-112.426196
24515,37.353195,-79.179018
19730,39.454954,-75.661037
94709,37.878291,-122.266252
07703,40.314341,-74.046746
45719,39.400194,-82.128464
71021,32.967708,-93.446542
16475,41.876432,-80.361052
63882,36.91639,-89.219749
13062,42.481368,-76.386027
28223,35.308875,-80.732499
47860,39.722063,-87.330168
99784,64.6828,-163.405534
48476,42.938318,-84.03453
38781,33.908716,-90.756821
66760,37.348316,-94.624352
14035,42.490983,-78.859431
28589,34.796151,-76.494019
48825,42.731621,-84.490348
62663,39.541057,-90.327474
71414,31.825687,-93.024517
25507,38.397073,-82.54935
50142,42.005555,-92.77582
56389,45.801276,-95.086381
93606,36.798715,-120.016273
14537,43.035317,-77.155992
31747,31.174618,-83.584923
77460,29.397434,-96.384512
17742,41.239052,-76.579668
01009,42.211386,-72.341809
10553,40.908607,-73.821566
15532,39.762264,-79.060773
28533,34.901925,-76.900858
16734,41.615684,-78.847378
78943,29.698796,-96.595534
36455,31.012604,-86.353816
50227,42.593886,-93.428181
98276,48.92775,-122.321038
44250,41.020952,-81.433138
48177,41.804838,-83.58159
61424,41.076634,-89.635092
66506,39.195974,-96.581468
16620,40.838548,-78.351235
26563,39.481033,-80.273771
54933,44.658611,-88.71404
13902,42.088824,-75.968883
56335,45.60137,-94.859334
90094,33.975307,-118.418708
92521,33.96714,-117.326372
52242,41.662939,-91.54355
61233,41.294676,-90.291318
49894,45.782823,-87.076331
49902,46.051168,-88.376162
80471,39.935049,-105.420534
16843,41.011798,-78.46194
22725,38.44051,-78.156075
34681,28.090702,-82.777914
71218,32.350797,-91.787398
06243,41.84487,-71.805029
29331,34.644241,-81.858033
47437,38.713566,-86.676839
20615,38.411433,-76.548803
78419,27.69696,-97.269235
21914,39.575123,-75.984569
75671,32.489068,-94.314972
07606,40.864801,-74.048115
54123,44.208779,-88.155184
62672,39.398009,-89.804455
53931,43.742542,-88.866939
61359,41.362452,-89.271459
21930,39.37013,-75.887336
11217,40.681671,-73.978529
16136,40.834932,-80.323771
98385,47.137939,-122.095041
72359,35.018514,-90.71833
31627,31.039606,-83.392113
45166,39.476597,-83.687759
36849,32.59914,-85.48927
43529,41.1904,-83.78491
68403,40.920566,-96.166772
61332,41.188817,-88.984548
74068,35.907256,-96.577887
04359,44.179541,-69.761284
14557,43.043449,-78.068195
25911,37.751761,-81.180434
45034,39.356535,-84.246301
74750,33.985488,-95.011517
17344,39.805322,-77.018876
50431,42.736478,-93.369881
49063,42.409875,-86.139682
49628,44.620998,-86.234097
12183,42.747904,-73.692466
64433,40.238844,-94.680901
96863,21.436909,-157.745463
16022,41.054553,-79.733232
18817,41.872254,-76.622944
26040,39.983582,-80.731377
30326,33.849615,-84.363508
36568,30.511814,-88.272373
19535,40.339729,-75.794304
14135,42.484894,-79.243699
19549,40.583253,-76.030814
52220,41.726613,-91.998528
03101,42.989027,-71.466111
16802,40.798586,-77.864859
60040,42.206525,-87.812818
53007,43.108448,-88.072232
78558,26.292747,-98.023689
02637,41.705726,-70.270928
27878,35.866059,-77.830532
18814,41.783946,-76.600757
30423,32.146336,-81.824114
16825,40.98763,-78.31155
18473,41.530249,-75.206824
29364,34.788287,-81.462342
93673,36.452353,-119.482381
65664,37.198054,-93.615176
70522,29.748439,-91.435682
16730,41.817823,-78.422791
62023,39.108699,-89.779025
12195,42.478801,-73.465002
75779,31.863226,-95.484612
06439,41.41568,-72.399699
15365,40.155676,-80.38545
63663,37.625409,-90.647867
46048,39.954255,-85.807463
67627,38.922235,-99.213448
44490,40.900361,-80.768289
77863,30.390769,-96.558881
04646,44.259993,-68.228607
61112,42.24197,-88.975223
05083,43.918433,-72.267806
61239,41.49477,-90.389711
41621,37.625962,-82.725484
48434,43.659867,-82.612562
54232,44.007345,-87.924787
61077,42.240128,-89.348043
71410,31.964224,-92.771219
19316,40.054083,-75.833836
26134,39.381465,-81.273534
32530,30.597113,-87.020019
76654,31.72749,-97.013346
73102,35.470652,-97.51909
41651,37.467118,-82.755289
64781,37.976643,-93.817473
50243,41.864564,-93.696739
92378,34.231995,-117.224887
98353,47.53864,-122.492613
01003,42.391883,-72.523584
11972,40.822663,-72.700008
42354,37.377978,-86.930568
67340,37.059513,-95.712198
16027,40.818332,-80.015411
14463,42.795434,-77.068892
03854,43.062147,-70.717071
37733,36.356736,-84.695035
77412,29.560824,-96.458267
08887,40.521516,-74.795943
17034,40.20861,-76.785533
62334,40.395595,-91.248792
72829,35.103569,-93.175277
79366,33.530315,-101.685343
82644,42.842884,-106.373906
81232,38.27535,-105.609007
31083,32.044134,-82.822001
99763,66.82821,-161.034669
44285,41.16264,-81.059593
53127,42.956246,-88.380422
30464,32.437229,-82.224961
03847,44.07198,-71.123943
42163,37.079683,-86.134702
62695,39.619374,-90.224197
97018,45.897546,-122.812402
26544,39.711623,-80.170951
42060,36.965854,-88.82813
75101,32.270024,-96.702449
78358,28.067949,-97.042232
08828,40.378417,-74.423384
18980,40.27276,-75.010943
02561,41.767811,-70.532854
78029,29.899539,-99.186974
08006,39.751289,-74.10676
04019,43.69042,-70.110321
32664,29.449347,-82.221854
47941,40.375342,-86.771242
23891,37.047636,-77.203719
98943,47.183995,-120.965412
63472,40.405293,-91.577311
16344,41.470477,-79.683991
15077,40.625093,-80.417391
52758,41.742414,-90.437314
20629,38.344109,-76.456029
48190,42.131617,-83.603327
11509,40.587963,-73.728528
71865,33.741705,-94.145956
23068,37.48976,-76.333362
08023,39.688108,-75.496899
43325,40.668063,-82.831265
62965,37.767341,-88.518311
04852,43.767426,-69.310059
62219,38.603613,-89.437167
33306,26.165508,-80.114094
61320,41.355293,-89.170438
77367,30.848145,-95.390115
68042,41.093728,-96.436419
34216,27.534798,-82.735123
18349,41.099516,-75.368194
79008,35.698383,-101.423838
72028,35.543456,-92.431432
97127,45.246263,-123.111527
13495,43.110927,-75.277596
70463,30.65807,-89.903817
60539,41.824632,-88.336198
36439,31.419287,-87.345189
14026,42.942195,-78.687972
14202,42.881493,-78.877484
16035,41.109134,-80.018446
45779,39.001232,-81.970716
53537,42.672679,-89.210601
33620,28.061368,-82.412801
60557,41.445845,-88.767989
01965,42.564101,-70.824723
68861,40.698946,-99.263886
55753,47.396738,-93.080468
13065,42.818812,-76.815768
36008,32.496116,-86.565398
71759,33.31508,-92.659656
07979,40.711205,-74.730643
28710,35.456921,-82.279711
23389,37.655265,-75.833086
76573,30.818652,-97.502432
05666,44.338194,-72.438856
44671,40.645174,-81.36568
28664,36.04244,-82.005917
46987,40.568813,-85.765358
80045,39.746661,-104.837224
33847,27.802851,-81.822059
70550,30.515714,-92.189654
02763,41.966866,-71.308574
15315,39.75743,-79.983181
38622,34.169492,-90.134577
72014,35.430262,-91.112129
63767,37.043581,-89.610378
74844,34.875738,-96.589142
92655,33.746029,-117.987602
95328,37.558036,-120.909415
32026,30.059065,-82.190472
65741,36.795809,-92.404237
20606,38.258011,-76.743306
40981,37.277868,-83.485324
07721,40.435334,-74.235966
15346,39.935584,-80.074474
73557,34.731024,-98.500784
97494,43.330557,-123.327782
87022,34.910012,-106.694816
28102,34.814818,-79.976632
55085,44.669691,-92.963426
74737,34.030741,-94.902967
90716,33.830473,-118.072959
95625,38.357311,-121.908639
24570,37.34859,-79.427169
52624,40.734794,-91.3361
06266,41.673661,-72.172813
98817,47.792389,-119.993594
07870,40.804243,-74.820672
97118,45.556365,-123.916492
15015,40.636282,-80.08158
16638,40.338208,-78.20095
54525,46.434358,-90.225507
19372,39.999056,-75.757445
20838,39.22409,-77.370287
21031,39.487392,-76.657938
11718,40.716435,-73.261514
